cityCode,areaCode
1634300,380
1720100,391
1720200,390
1720300,391
1720400,390
1720500,390
1720600,391
1720700,390
1720900,391
1721000,391
1721100,391
1721200,391
1732400,391
1736100,391
1736500,391
1738400,390
1738600,390
1740700,390
1746100,390
1746300,390
1820100,400
1820200,401
1820400,401
1820500,400
1820600,400
1820700,400
1820800,400
1820900,400
1821000,400
1832200,400
1838200,400
1840400,400
1842300,400
1844200,401
1848100,401
1848300,401
1850100,401
1920100,411
1920200,412
1920400,412
1920500,411
1920600,412
1920700,411
1920800,411
1920900,411
1921000,411
1921100,411
1921200,412
1921300,411
1921400,411
1934600,411
1936400,411
1936500,411
1936600,411
1936800,411
1938400,411
1942200,412
1942300,412
1942400,412
1942500,412
1942900,412
1943000,412
1944200,412
1944300,412
2020300,421
2020400,421
2020600,421
2020700,420
2020800,421
2021000,422
2021100,420
2021200,420
2021300,420
2021400,421
2021700,421
2021800,420
2021900,421
2022000,421
2030300,421
2030400,421
2030500,421
2030600,421
2030700,421
2030900,421
2032100,421
2032300,421
2032400,421
2034900,421
2035000,421
2036100,421
2036200,411
2036300,421
2038200,422
2038300,422
2038400,422
2038500,422
2038600,422
2038800,422
2040200,422
2040300,422
2040400,422
2040700,422
2040900,422
2041000,422
2041100,422
2041200,422
2041300,422
2041400,422
2041500,422
2041600,422
2041700,422
2042200,422
2042300,422
2042500,422
2042900,422
2043000,422
2043200,422
2044600,421
2044800,421
2045000,421
2045100,421
2045200,421
2048100,420
2048200,420
2048500,420
2048600,420
2052100,420
2054100,420
2054300,420
2056100,420
2056200,420
2056300,420
2058300,420
2058800,420
2059000,420
2060200,420
2120100,432
2120200,432
2120300,430
2120400,431
2120500,432
2120600,431
2120700,432
2120800,431
2120900,432
2121000,431
2121100,431
2121200,431
2121300,432
2121400,431
2121500,432
2121600,432
2121700,430
2121800,432
2121900,432
2122000,430
2122100,432
2130200,432
2130300,432
2134100,432
2136100,432
2136200,432
2138100,432
2138200,432
2138300,432
2140100,432
2140300,432
2140400,432
2142100,432
2150100,431
2150200,431
2150300,431
2150400,431
2150500,431
2150600,431
2150700,431
2152100,431
2160400,430
2220300,441
2220500,440
2220600,441
2220700,441
2220800,440
2220900,442
2221000,441
2221100,443
2221200,442
2221300,443
2221400,442
2221500,441
2221600,443
2221900,440
2222000,441
2222100,443
2222200,440
2222300,443
2222400,443
2222500,440
2222600,442
2230100,440
2230200,440
2230400,440
2230500,440
2230600,440
2232500,440
2234100,441
2234200,441
2234400,441
2242400,442
2242900,442
2246100,443
2320100,450
2320200,451
2320300,451
2320400,451
2320500,451
2320600,451
2320700,450
2320800,451
2320900,451
2321000,451
2321200,451
2321300,451
2321400,450
2321500,451
2321600,451
2321700,451
2321900,451
2322000,451
2322100,450
2322200,451
2322300,451
2322400,451
2322500,451
2322600,451
2322700,451
2322800,451
2322900,451
2323000,451
2323100,450
2323200,451
2323300,451
2323400,451
2323500,451
2323600,451
2323700,451
2323800,451
2330200,451
2334200,451
2336100,451
2336200,451
2342400,451
2342500,451
2342700,451
2344100,451
2344200,451
2344500,451
2344600,451
2344700,451
2350100,451
2356100,450
2356200,450
2356300,450
2420200,460
2420300,462
2420500,460
2420700,460
2420800,461
2420900,462
2421000,460
2421100,462
2421200,462
2421400,460
2421500,462
2421600,461
2430300,460
2432400,460
2434100,460
2434300,460
2434400,460
2444100,461
2444200,461
2444300,462
2446100,462
2447000,462
2447100,462
2447200,462
2454300,462
2456100,462
2456200,462
2520200,500
2520300,500
2520400,501
2520600,501
2520700,501
2520800,501
2520900,501
2521000,501
2521100,501
2521200,500
2521300,501
2521400,500
2538300,501
2538400,501
2542500,500
2544100,500
2544200,500
2544300,500
2610100,511
2610200,511
2610300,511
2610400,511
2610500,511
2610600,511
2610700,511
2610800,511
2610900,511
2611000,511
2611100,511
2620200,510
2620300,510
2620400,511
2620500,510
2620600,511
2620700,511
2620800,511
2620900,511
2621000,511
2621100,511
2630300,511
2632200,511
2634300,511
2634400,511
2636400,511
2636500,511
2636600,511
2636700,511
2646300,510
2720200,521
2720300,520
2720400,520
2720500,520
2720600,521
2720700,520
2720800,521
2720900,520
2721000,520
2721100,520
2721200,520
2721300,521
2721400,521
2721500,520
2721600,521
2721700,521
2721800,520
2721900,521
2722000,520
2722100,520
2722200,521
2722300,520
2722400,520
2722500,521
2722600,521
2722700,520
2722800,521
2722900,520
2723000,520
2723100,521
2723200,521
2730100,520
2732100,520
2732200,520
2734100,521
2736100,521
2736200,521
2736600,521
2738100,521
2738200,521
2738300,521
2820100,532
2820200,531
2820300,531
2820400,531
2820500,535
2820600,531
2820700,531
2820800,532
2820900,530
2821000,531
2821200,532
2821300,531
2821400,531
2821500,531
2821600,531
2821700,531
2821800,531
2821900,531
2822000,531
2822100,531
2822200,530
2822300,531
2822400,535
2822500,530
2822600,535
2822700,532
2822800,531
2822900,532
2830100,531
2836500,531
2838100,531
2838200,531
2844200,532
2844300,532
2844600,532
2846400,532
2848100,532
2850100,532
2858500,530
2858600,530
2920100,540
2920200,540
2920300,540
2920400,540
2920500,540
2920600,540
2920800,540
2920900,540
2921000,540
2921100,540
2921200,540
2932200,540
2934200,540
2934300,540
2934400,540
2934500,540
2936100,540
2936200,540
2936300,540
2938500,540
2938600,540
2940100,540
2940200,540
2942400,540
2942500,540
2942600,540
2942700,540
2944100,540
2944200,540
2944300,540
2944400,540
2944600,540
2944700,540
2944900,540
2945000,540
2945100,540
2945200,540
2945300,540
3020100,550
3020200,550
3020300,550
3020400,550
3020500,550
3020700,551
3020800,550
3020900,550
3030400,550
3034100,550
3034300,550
3034400,550
3036100,550
3036200,550
3036600,550
3038100,550
3038200,550
3038300,550
3039000,550
3039100,550
3039200,550
3040100,551
3040400,551
3040600,551
3042100,551
3042200,551
3042400,551
3042700,551
3042800,551
3120200,563
3120300,562
3120400,563
3130200,560
3132500,560
3132800,560
3132900,560
3136400,562
3137000,562
3137100,562
3137200,562
3138400,563
3138600,563
3138900,563
3140100,563
3140200,563
3140300,563
3220100,570
3220200,571
3220300,570
3220400,571
3220500,571
3220600,570
3220700,571
3220900,570
3234300,570
3238600,570
3244100,571
3244800,571
3244900,571
3250100,571
3250500,571
3252500,575
3252600,575
3252700,575
3252800,575
3320200,581
3320300,580
3320400,581
3320500,581
3320700,581
3320800,581
3320900,581
3321000,580
3321100,581
3321200,581
3321300,581
3321400,580
3321500,580
3321600,581
3334600,581
3342300,581
3344500,581
3346100,581
3358600,580
3360600,580
3362200,580
3362300,580
3364300,580
3366300,580
3366600,580
3368100,581
3420200,592
3420300,592
3420400,591
3420500,591
3420700,591
3420800,591
3420900,590
3421000,590
3421100,592
3421200,592
3421300,592
3421400,590
3421500,592
3430200,592
3430400,592
3430700,592
3430900,592
3436800,590
3436900,590
3443100,592
3446200,591
3454500,591
3520100,702
3520200,702
3520300,704
3520400,700
3520600,704
3520700,704
3520800,703
3521000,703
3521100,700
3521200,703
3521300,700
3521500,704
3521600,702
3530500,703
3532100,703
3534100,703
3534300,703
3534400,703
3550200,700
3620100,600
3620200,600
3620300,600
3620400,601
3630100,601
3630200,601
3632100,600
3634100,600
3634200,600
3640100,600
3640200,600
3640300,600
3640400,600
3640500,600
3720100,610
3720200,611
3720300,611
3720400,611
3720500,611
3720600,610
3720700,610
3720800,611
3732200,610
3732400,610
3734100,610
3736400,610
3738600,611
3738700,611
3740300,611
3740400,611
3740600,611
3820100,621
3820200,620
3820300,622
3820400,622
3820500,620
3820600,620
3820700,622
3821000,621
3821300,620
3821400,622
3821500,621
3835600,620
3838600,621
3840100,621
3840200,621
3842200,622
3844200,622
3848400,622
3848800,622
3850600,622
3920100,631
3920200,630
3920300,630
3920400,631
3920500,631
3920600,631
3920800,632
3920900,632
3921000,632
3921100,631
3921200,631
3930100,630
3930200,630
3930300,630
3930400,630
3930500,630
3930600,630
3930700,630
3934100,631
3934400,631
3936300,631
3936400,631
3938600,631
3938700,631
3940100,632
3940200,631
3940300,631
3940500,632
3941000,631
3941100,632
3941200,632
3942400,632
3942700,632
3942800,632
4020200,713
4020300,713
4020400,712
4020500,712
4020600,712
4020700,713
4021000,713
4021100,713
4021200,713
4021300,711
4021400,711
4021500,711
4021600,713
4021700,710
4021800,710
4021900,710
4022000,710
4022100,710
4022300,710
4022400,710
4022500,713
4022600,712
4022700,712
4022800,713
4022900,713
4023000,710
4023100,710
4034100,710
4034200,710
4034300,710
4034400,710
4034500,710
4034800,710
4034900,710
4038100,711
4038200,711
4038300,711
4038400,711
4040100,712
4040200,712
4042100,712
4044700,713
4044800,713
4050300,713
4052200,713
4054400,713
4060100,712
4060200,712
4060400,712
4060500,712
4060800,712
4060900,712
4061000,712
4062100,711
4062500,711
4064200,711
4064600,711
4064700,711
4120100,721
4120200,720
4120300,721
4120400,721
4120500,720
4120600,721
4120700,721
4120800,721
4120900,721
4121000,721
4132700,721
4134100,721
4134500,721
4134600,721
4138700,720
4140100,720
4142300,721
4142400,721
4142500,721
4144100,721
4220100,731
4220300,732
4220400,731
4220700,730
4220800,730
4221000,736
4221100,737
4221300,732
4221400,732
4230700,731
4230800,731
4232100,730
4232200,730
4232300,730
4238300,737
4239100,730
4241100,737
4320300,742
4320400,741
4320500,743
4320600,741
4320800,741
4321000,741
4321100,741
4321200,743
4321300,741
4321400,740
4321600,741
4334800,741
4336400,741
4336700,741
4336800,741
4336900,741
4340300,741
4340400,741
4342300,740
4342400,740
4342500,740
4342800,740
4343200,741
4343300,740
4344100,741
4344200,741
4344300,741
4344400,741
4346800,741
4348200,743
4348400,743
4350100,742
4350500,742
4350600,742
4350700,742
4351000,742
4351100,742
4351200,742
4351300,742
4351400,742
4353100,743
4420100,751
4420200,751
4420300,750
4420400,753
4420500,752
4420600,751
4420700,751
4420800,753
4420900,750
4421000,751
4421100,750
4421200,752
4421300,751
4421400,750
4432200,750
4434100,751
4446100,753
4446200,753
4520100,762
4520200,763
4520300,760
4520400,762
4520500,763
4520600,760
4520700,762
4520800,760
4520900,763
4534100,763
4536100,763
4538200,762
4538300,762
4540100,760
4540200,760
4540300,761
4540400,760
4540500,760
4540600,760
4542100,760
4542900,761
4543000,761
4543100,761
4544100,761
4544200,761
4544300,761
4620100,770
4620300,771
4620400,770
4620600,770
4620800,770
4621000,770
4621300,776
4621400,771
4621600,770
4621700,771
4621800,770
4621900,770
4622000,770
4622100,771
4622200,778
4622300,770
4622400,770
4622500,770
4630300,776
4630400,774
4639200,770
4640400,770
4645200,770
4646800,771
4648200,771
4649000,771
4649100,771
4649200,771
4650100,776
4650200,776
4650500,777
4652300,778
4652400,778
4652500,778
4652700,778
4652900,778
4653000,779
4653100,779
4653200,779
4653300,779
4653400,779
4653500,779
4720100,801
4720500,801
4720700,805
4720800,801
4720900,800
4721000,801
4721100,801
4721200,801
4721300,801
4721400,804
4721500,801
4730100,800
4730200,800
4730300,800
4730600,800
4730800,800
4731100,800
4731300,800
4731400,800
4731500,800
4732400,801
4732500,801
4732600,801
4732700,801
4732800,801
4732900,801
4734800,801
4735000,801
4735300,801
4735400,801
4735500,800
4735600,801
4735900,800
4736000,800
4736100,802
4736200,801
4737500,804
4738100,807
4738200,806
3638300,601
4220202,737
4220201,730
4621502,775
4621501,770
4220500,731
2213800,443
2213900,443
2214000,443
1310100,350
1310200,350
1310300,350
1310800,350
1311100,350
